State,City,Date Local,NO2 Mean,NO2 1st Max Value,NO2 1st Max Hour,NO2 AQI,O3 Mean,O3 1st Max Value,O3 1st Max Hour,O3 AQI,SO2 Mean,SO2 1st Max Value,SO2 1st Max Hour,SO2 AQI,CO Mean,CO 1st Max Value,CO 1st Max Hour,CO AQI,Latitude,Longitude
Connecticut,Cornwall,20/12/2015,1.168182,5.1,23,5,0.032458,0.036,0,33,0.143478,0.5,22,0.0,0.108333,0.2,22.0,2.0,41.5187835,-72.757507
Connecticut,Cornwall,21/12/2015,8.65,15.9,16,14,0.027333,0.03,7,28,0.529167,0.9,3,0.0,0.2,0.2,0.0,2.0,41.5187835,-72.757507
Connecticut,Cornwall,22/12/2015,5.654167,10.6,14,9,0.025333,0.029,0,27,0.1,0.4,1,0.0,0.2,0.2,0.0,2.0,41.5187835,-72.757507
Connecticut,Cornwall,23/12/2015,3.55,8.5,17,8,0.025375,0.03,5,28,0.004167,0.1,13,0.0,0.2,0.2,0.0,2.0,41.5187835,-72.757507
Connecticut,Cornwall,24/12/2015,1.833333,3.2,10,3,0.028375,0.034,17,31,0.0375,0.2,21,0.0,0.158333,0.2,0.0,2.0,41.5187835,-72.757507
Connecticut,Cornwall,25/12/2015,1.625,2.7,17,2,0.034208,0.036,3,33,0.5,2.4,22,3.0,0.120833,0.2,19.0,2.0,41.5187835,-72.757507
Connecticut,Cornwall,26/12/2015,1.545455,3.5,20,3,0.033292,0.036,0,33,0.130435,0.2,0,0.0,0.125,0.2,0.0,2.0,41.5187835,-72.757507
Connecticut,Cornwall,27/12/2015,1.375,2.1,16,2,0.026083,0.031,0,29,0.025,0.4,22,0.0,0.191667,0.2,0.0,2.0,41.5187835,-72.757507
Connecticut,Cornwall,28/12/2015,0.95,3.5,23,3,0.03325,0.035,11,32,0.095833,0.7,1,0.0,0.116667,0.2,0.0,2.0,41.5187835,-72.757507
Connecticut,Cornwall,29/12/2015,2.079167,3.6,16,3,0.028792,0.035,2,32,0.03913,0.2,0,0.0,0.15,0.2,2.0,2.0,41.5187835,-72.757507
Connecticut,Cornwall,30/12/2015,3.904167,7.6,20,7,0.019958,0.023,0,21,0.0125,0.1,6,0.0,0.2,0.2,0.0,2.0,41.5187835,-72.757507
Connecticut,Cornwall,31/12/2015,2.354167,5.7,0,5,0.023842,0.028,12,26,0.0625,0.2,11,0.0,0.2,0.2,0.0,2.0,41.5187835,-72.757507
Connecticut,New Haven,01/01/2015,12.454167,25.5,1,24,0.024833,0.03,8,28,1.654167,2.3,12,3.0,0.2,0.2,6.0,2.0,41.5187835,-72.757507
Connecticut,New Haven,02/01/2015,14.533333,28.1,23,26,0.017583,0.026,9,24,1.270833,2.4,5,3.0,0.204167,0.3,23.0,3.0,41.5187835,-72.757507
Connecticut,New Haven,03/01/2015,13.8125,31.9,6,29,0.024583,0.036,12,33,0.8125,1.5,7,1.0,0.2875,0.4,5.0,5.0,41.5187835,-72.757507
Connecticut,New Haven,04/01/2015,16.15,26.9,13,25,0.00975,0.02,22,19,0.45,1.4,16,1.0,0.395833,0.6,14.0,7.0,41.5187835,-72.757507
Connecticut,New Haven,05/01/2015,6.981818,15.8,7,14,0.029458,0.035,14,32,0.372727,0.6,4,0.0,0.225,0.3,0.0,3.0,41.5187835,-72.757507
Connecticut,New Haven,06/01/2015,15.582609,34.8,19,32,0.017583,0.031,0,29,0.86087,1.7,23,1.0,0.216667,0.3,20.0,3.0,41.5187835,-72.757507
Connecticut,New Haven,07/01/2015,12.620833,27.1,7,25,0.02525,0.032,16,30,1.154167,2.3,8,3.0,0.254167,0.4,1.0,5.0,41.5187835,-72.757507
Connecticut,New Haven,08/01/2015,17.1875,33.6,19,31,0.018125,0.025,0,23,1.2125,3.3,21,4.0,0.23125,0.3,19.0,3.0,41.5187835,-72.757507
Connecticut,New Haven,09/01/2015,20.716667,34.0,18,32,0.016208,0.025,23,23,1.983333,3.4,2,4.0,0.2625,0.3,0.0,3.0,41.5187835,-72.757507
Connecticut,New Haven,10/01/2015,13.175,29.8,20,27,0.022208,0.031,9,29,1.091667,2.3,23,3.0,0.2375,0.3,0.0,3.0,41.5187835,-72.757507
Connecticut,New Haven,11/01/2015,21.291667,40.8,18,38,0.01575,0.02,16,19,3.441667,6.4,10,9.0,0.3,0.3,0.0,3.0,41.5187835,-72.757507
Connecticut,New Haven,12/01/2015,30.617391,40.1,15,38,0.009375,0.025,22,23,1.078261,2.1,4,3.0,0.370833,0.5,17.0,6.0,41.5187835,-72.757507
Connecticut,New Haven,13/01/2015,10.566667,23.4,19,22,0.024417,0.032,7,30,0.825,1.2,23,1.0,0.241667,0.4,0.0,5.0,41.5187835,-72.757507
Connecticut,New Haven,14/01/2015,20.679167,29.7,16,27,0.013583,0.018,0,17,0.879167,1.2,0,1.0,0.291667,0.4,21.0,5.0,41.5187835,-72.757507
Connecticut,New Haven,15/01/2015,22.7,42.8,21,40,0.007824,0.023,11,21,1.454167,2.6,22,3.0,0.325,0.4,7.0,5.0,41.5187835,-72.757507
Connecticut,New Haven,16/01/2015,16.691667,33.1,7,31,0.024125,0.036,14,33,2.541667,6.4,8,9.0,0.320833,0.5,1.0,6.0,41.5187835,-72.757507
Connecticut,New Haven,17/01/2015,9.558333,19.8,16,18,0.026833,0.034,6,31,1.270833,5.4,15,7.0,0.2,0.2,0.0,2.0,41.5187835,-72.757507
Connecticut,New Haven,18/01/2015,29.665217,40.0,2,38,0.009083,0.022,15,20,1.03913,2.0,7,3.0,0.554167,0.9,13.0,10.0,41.5187835,-72.757507
Connecticut,New Haven,19/01/2015,17.775,32.7,4,30,0.017833,0.026,22,24,0.408333,1.0,9,1.0,0.2625,0.3,0.0,3.0,41.5187835,-72.757507
Connecticut,New Haven,20/01/2015,10.829167,26.2,20,25,0.025167,0.029,21,27,0.404167,1.0,20,1.0,0.2125,0.3,20.0,3.0,41.5187835,-72.757507
Connecticut,New Haven,21/01/2015,21.0875,34.9,21,32,0.016958,0.025,8,23,1.041667,1.4,4,1.0,0.258333,0.4,23.0,5.0,41.5187835,-72.757507
Connecticut,New Haven,22/01/2015,17.577778,35.2,17,33,0.018708,0.024,19,22,0.9125,1.2,0,1.0,0.3,0.3,0.0,3.0,41.5187835,-72.757507
Connecticut,New Haven,23/01/2015,25.8875,43.1,7,41,0.010833,0.017,9,16,1.254167,2.0,11,3.0,0.304167,0.4,10.0,5.0,41.5187835,-72.757507
Connecticut,New Haven,24/01/2015,15.804348,24.0,6,23,0.016417,0.027,16,25,1.06087,1.7,19,1.0,0.3375,0.4,9.0,5.0,41.5187835,-72.757507
Connecticut,New Haven,25/01/2015,9.320833,21.2,6,20,0.027458,0.036,10,33,0.645833,1.7,8,1.0,0.2,0.2,0.0,2.0,41.5187835,-72.757507
Connecticut,New Haven,26/01/2015,13.083333,21.6,15,20,0.026167,0.037,22,34,0.520833,0.7,13,0.0,0.245833,0.3,12.0,3.0,41.5187835,-72.757507
Connecticut,New Haven,27/01/2015,3.620833,4.8,0,4,0.037667,0.04,3,37,0.375,0.7,23,0.0,0.2,0.2,0.0,2.0,41.5187835,-72.757507
Connecticut,New Haven,28/01/2015,7.0125,16.9,23,15,0.031625,0.037,12,34,1.016667,1.2,6,1.0,0.2,0.2,0.0,2.0,41.5187835,-72.757507
Connecticut,New Haven,29/01/2015,22.020833,41.6,6,39,0.01925,0.027,13,25,1.104167,1.8,7,1.0,0.283333,0.4,8.0,5.0,41.5187835,-72.757507
Connecticut,New Haven,30/01/2015,16.404348,43.3,6,41,0.026375,0.039,23,36,0.734783,1.6,13,1.0,0.266667,0.3,0.0,3.0,41.5187835,-72.757507
Connecticut,New Haven,31/01/2015,4.175,13.7,23,12,0.035875,0.04,7,37,0.4125,0.7,23,0.0,0.2,0.2,0.0,2.0,41.5187835,-72.757507
Connecticut,New Haven,01/02/2015,21.658333,39.1,5,37,0.020333,0.032,9,30,1.35,2.4,17,3.0,0.3,0.4,20.0,5.0,41.5187835,-72.757507
Connecticut,New Haven,02/02/2015,8.720833,17.3,8,16,0.029417,0.033,17,31,0.7375,1.5,1,1.0,0.266667,0.4,0.0,5.0,41.5187835,-72.757507
Connecticut,New Haven,03/02/2015,25.845833,49.7,20,46,0.01375,0.027,9,25,1.229167,2.5,22,3.0,0.279167,0.4,21.0,5.0,41.5187835,-72.757507
Connecticut,New Haven,04/02/2015,42.720833,80.2,7,79,0.006958,0.011,9,10,2.220833,4.1,8,6.0,0.533333,0.9,8.0,10.0,41.5187835,-72.757507
Connecticut,New Haven,05/02/2015,14.521739,41.7,4,39,0.029167,0.038,12,35,0.747826,1.5,6,1.0,0.2875,0.4,4.0,5.0,41.5187835,-72.757507
Connecticut,New Haven,06/02/2015,22.308333,40.0,22,38,0.01725,0.026,9,24,1.6,3.9,23,4.0,0.2625,0.3,9.0,3.0,41.5187835,-72.757507
Connecticut,New Haven,07/02/2015,31.520833,41.2,23,39,0.007458,0.016,7,15,3.291667,4.3,17,6.0,0.341667,0.6,23.0,7.0,41.5187835,-72.757507
Connecticut,New Haven,08/02/2015,20.9125,41.2,0,39,0.018958,0.027,20,25,1.8625,4.1,0,6.0,0.475,0.7,2.0,8.0,41.5187835,-72.757507
Connecticut,New Haven,09/02/2015,12.604167,18.4,6,17,0.025417,0.031,21,29,0.616667,0.7,6,0.0,0.254167,0.3,11.0,3.0,41.5187835,-72.757507
Connecticut,New Haven,10/02/2015,9.133333,12.2,7,11,0.029625,0.033,9,31,0.486957,0.6,15,0.0,0.225,0.3,18.0,3.0,41.5187835,-72.757507
Connecticut,New Haven,11/02/2015,12.913333,29.9,18,27,0.026833,0.038,9,35,0.604348,1.3,21,1.0,0.233333,0.3,0.0,3.0,41.5187835,-72.757507
Connecticut,New Haven,12/02/2015,29.85,56.0,8,53,0.01575,0.03,18,28,1.304167,3.6,15,4.0,0.470833,0.7,8.0,8.0,41.5187835,-72.757507
Connecticut,New Haven,13/02/2015,12.3625,43.5,22,41,0.023125,0.038,9,35,0.625,2.0,21,3.0,0.225,0.4,22.0,5.0,41.5187835,-72.757507
Connecticut,New Haven,14/02/2015,32.358333,50.1,7,47,0.015583,0.025,10,23,1.866667,3.3,10,4.0,0.616667,1.1,8.0,13.0,41.5187835,-72.757507
Connecticut,New Haven,15/02/2015,4.76087,14.3,0,13,0.034542,0.039,11,36,0.995652,1.8,8,1.0,0.2625,0.4,0.0,5.0,41.5187835,-72.757507
Connecticut,New Haven,16/02/2015,6.95,17.1,7,16,0.034,0.038,9,35,0.475,0.7,18,0.0,0.2,0.2,0.0,2.0,41.5187835,-72.757507
Connecticut,New Haven,17/02/2015,20.843478,46.5,23,43,0.017333,0.032,9,30,1.004348,1.9,10,1.0,0.295833,0.6,23.0,7.0,41.5187835,-72.757507
Connecticut,New Haven,18/02/2015,27.941667,45.3,4,42,0.020042,0.033,10,31,1.395833,1.9,9,1.0,0.516667,0.8,4.0,9.0,41.5187835,-72.757507
Connecticut,New Haven,19/02/2015,15.0625,39.7,3,37,0.029542,0.036,10,33,1.2375,2.1,3,3.0,0.254167,0.3,0.0,3.0,41.5187835,-72.757507
Connecticut,New Haven,20/02/2015,14.626087,30.2,23,28,0.021583,0.032,9,30,1.595652,3.2,0,4.0,0.220833,0.3,19.0,3.0,41.5187835,-72.757507
Connecticut,New Haven,21/02/2015,26.675,53.8,8,50,0.021333,0.035,13,32,1.641667,3.5,9,4.0,0.466667,0.9,8.0,10.0,41.5187835,-72.757507
Connecticut,New Haven,22/02/2015,22.316667,41.2,19,39,0.015375,0.027,9,25,0.975,1.3,10,1.0,0.345833,0.6,22.0,7.0,41.5187835,-72.757507
Connecticut,New Haven,23/02/2015,10.295652,40.8,0,38,0.031542,0.039,8,36,0.673913,1.3,5,1.0,0.366667,0.7,0.0,8.0,41.5187835,-72.757507
Connecticut,New Haven,24/02/2015,16.975,32.3,23,30,0.018125,0.029,13,27,1.141667,2.6,13,3.0,0.245833,0.3,6.0,3.0,41.5187835,-72.757507
Connecticut,New Haven,25/02/2015,26.479167,47.8,6,44,0.023542,0.036,10,33,1.458333,2.5,9,3.0,0.366667,0.6,7.0,7.0,41.5187835,-72.757507
Connecticut,New Haven,26/02/2015,12.882609,23.0,21,22,0.028875,0.033,10,31,0.695652,1.1,13,1.0,0.258333,0.3,0.0,3.0,41.5187835,-72.757507
Connecticut,New Haven,27/02/2015,11.545833,22.7,19,21,0.030708,0.04,9,37,0.679167,1.0,20,1.0,0.241667,0.3,0.0,3.0,41.5187835,-72.757507
Connecticut,New Haven,28/02/2015,19.391667,46.8,22,43,0.022417,0.042,9,39,1.15,1.5,18,1.0,0.25,0.5,23.0,6.0,41.5187835,-72.757507
Connecticut,New Haven,01/03/2015,31.652174,47.4,1,44,0.014833,0.025,11,23,1.395652,2.3,8,3.0,0.5625,0.8,3.0,9.0,41.5187835,-72.757507
Connecticut,New Haven,02/03/2015,16.2125,35.4,7,33,0.033042,0.047,11,44,1.029167,2.1,9,3.0,0.316667,0.4,2.0,5.0,41.5187835,-72.757507
Connecticut,New Haven,03/03/2015,13.266667,31.7,6,29,0.029083,0.033,12,31,0.529167,0.8,10,0.0,0.2,0.2,0.0,2.0,41.5187835,-72.757507
Connecticut,New Haven,04/03/2015,32.65,40.2,12,38,0.00625,0.017,23,16,0.884211,1.3,16,1.0,0.3875,0.5,12.0,6.0,41.5187835,-72.757507
Connecticut,New Haven,05/03/2015,11.733333,30.1,0,28,0.031417,0.034,6,31,0.404167,0.9,0,0.0,0.275,0.5,0.0,6.0,41.5187835,-72.757507
Connecticut,New Haven,06/03/2015,14.883333,40.6,21,38,0.021708,0.032,8,30,0.925,3.5,21,4.0,0.208333,0.3,22.0,3.0,41.5187835,-72.757507
Connecticut,New Haven,07/03/2015,30.686957,39.9,23,37,0.017,0.029,9,27,2.582609,6.0,12,9.0,0.320833,0.4,3.0,5.0,41.5187835,-72.757507
Connecticut,New Haven,08/03/2015,31.9125,48.9,21,45,0.018583,0.044,11,41,1.304167,2.4,9,3.0,0.4625,0.6,6.0,7.0,41.5187835,-72.757507
Connecticut,New Haven,09/03/2015,34.291667,52.6,7,49,0.018583,0.046,10,43,1.2875,2.5,8,3.0,0.55,0.8,4.0,9.0,41.5187835,-72.757507
Connecticut,New Haven,10/03/2015,35.204167,48.6,5,45,0.016458,0.029,11,27,1.225,2.8,7,3.0,0.625,0.9,2.0,10.0,41.5187835,-72.757507
Connecticut,New Haven,11/03/2015,25.395833,42.4,6,40,0.026542,0.043,12,40,0.566667,1.0,6,1.0,0.375,0.5,7.0,6.0,41.5187835,-72.757507
Connecticut,New Haven,12/03/2015,8.4375,37.8,2,35,0.039958,0.047,9,44,0.3,0.6,0,0.0,0.220833,0.3,0.0,3.0,41.5187835,-72.757507
Connecticut,New Haven,13/03/2015,15.726087,34.4,6,32,0.028917,0.038,11,35,0.752174,1.7,19,1.0,0.220833,0.3,8.0,3.0,41.5187835,-72.757507
Connecticut,New Haven,14/03/2015,19.216667,38.9,6,36,0.020167,0.034,8,31,0.425,1.0,2,1.0,0.304167,0.4,7.0,5.0,41.5187835,-72.757507
Connecticut,New Haven,15/03/2015,7.258333,23.0,3,22,0.034625,0.043,19,40,0.304167,0.8,10,0.0,0.25,0.4,0.0,5.0,41.5187835,-72.757507
Connecticut,New Haven,16/03/2015,18.433333,41.7,19,39,0.022417,0.036,7,33,1.070833,4.1,20,6.0,0.220833,0.3,19.0,3.0,41.5187835,-72.757507
Connecticut,New Haven,17/03/2015,19.216667,42.4,10,40,0.036692,0.041,17,38,0.741667,3.2,1,4.0,0.341667,0.5,10.0,6.0,41.5187835,-72.757507
Connecticut,New Haven,18/03/2015,3.329167,6.1,23,6,0.0385,0.042,11,39,0.295833,0.5,22,0.0,0.191667,0.2,0.0,2.0,41.5187835,-72.757507
Connecticut,New Haven,19/03/2015,13.391304,46.2,22,43,0.027667,0.045,9,42,0.56087,1.4,22,1.0,0.208333,0.3,22.0,3.0,41.5187835,-72.757507
Connecticut,New Haven,20/03/2015,21.552174,45.4,5,42,0.026375,0.039,9,36,0.721739,1.4,5,1.0,0.329167,0.5,6.0,6.0,41.5187835,-72.757507
Connecticut,New Haven,21/03/2015,22.2,42.1,18,40,0.021167,0.032,23,30,0.966667,2.2,15,3.0,0.329167,0.5,23.0,6.0,41.5187835,-72.757507
Connecticut,New Haven,22/03/2015,3.4875,11.1,0,10,0.035583,0.038,2,35,0.358333,0.5,0,0.0,0.241667,0.4,0.0,5.0,41.5187835,-72.757507
Connecticut,New Haven,23/03/2015,6.175,13.4,6,12,0.033292,0.039,10,36,0.458333,0.9,6,0.0,0.2,0.2,0.0,2.0,41.5187835,-72.757507
Connecticut,New Haven,24/03/2015,14.658333,40.0,21,38,0.020625,0.033,7,31,0.845833,2.3,15,3.0,0.220833,0.4,23.0,5.0,41.5187835,-72.757507
Connecticut,New Haven,25/03/2015,28.278261,44.7,6,42,0.017875,0.031,13,29,1.004348,2.3,7,3.0,0.504167,0.8,6.0,9.0,41.5187835,-72.757507
Connecticut,New Haven,26/03/2015,23.470833,38.4,4,36,0.016833,0.027,14,25,0.441667,1.3,16,1.0,0.316667,0.4,7.0,5.0,41.5187835,-72.757507
Connecticut,New Haven,27/03/2015,9.670833,19.6,19,18,0.024375,0.033,23,31,0.229167,0.5,20,0.0,0.295833,0.3,1.0,3.0,41.5187835,-72.757507
Connecticut,New Haven,28/03/2015,4.620833,6.8,8,6,0.032375,0.034,10,31,0.204167,0.3,16,0.0,0.208333,0.3,0.0,3.0,41.5187835,-72.757507
Connecticut,New Haven,29/03/2015,4.895833,17.5,19,16,0.037875,0.046,9,43,0.283333,0.4,18,0.0,0.191667,0.2,0.0,2.0,41.5187835,-72.757507
Connecticut,New Haven,30/03/2015,19.904167,38.0,20,36,0.023875,0.028,11,26,0.517391,1.1,14,1.0,0.2125,0.3,19.0,3.0,41.5187835,-72.757507
Connecticut,New Haven,31/03/2015,15.217391,34.4,5,32,0.026583,0.032,11,30,0.531818,2.6,10,3.0,0.2,0.2,0.0,2.0,41.5187835,-72.757507
Connecticut,New Haven,01/04/2015,11.55,17.8,0,16,0.0322,0.035,4,32,0.32,0.4,5,0.0,0.225,0.3,0.0,3.0,41.5187835,-72.757507
Connecticut,New Haven,02/04/2015,25.508333,41.8,19,39,0.032286,0.035,11,32,1.145455,3.3,13,4.0,0.2,0.2,17.0,2.0,41.5187835,-72.757507
Connecticut,New Haven,03/04/2015,19.520833,32.9,9,30,0.021333,0.028,23,26,0.478261,1.6,8,1.0,0.25,0.3,12.0,3.0,41.5187835,-72.757507
Connecticut,New Haven,04/04/2015,7.170833,34.0,23,32,0.031167,0.042,11,39,0.16087,0.5,23,0.0,0.191667,0.3,0.0,3.0,41.5187835,-72.757507
Connecticut,New Haven,05/04/2015,12.533333,33.7,0,31,0.027958,0.039,7,36,0.508696,1.1,12,1.0,0.254167,0.4,2.0,5.0,41.5187835,-72.757507
Connecticut,New Haven,06/04/2015,13.408696,31.4,23,29,0.027542,0.049,10,45,0.377273,0.6,7,0.0,0.295833,0.5,7.0,6.0,41.5187835,-72.757507
Connecticut,New Haven,07/04/2015,19.491667,36.5,2,34,0.020375,0.03,23,28,0.421739,0.8,2,0.0,0.320833,0.4,4.0,5.0,41.5187835,-72.757507
Connecticut,New Haven,08/04/2015,6.96087,11.7,4,10,0.035167,0.04,8,37,0.236364,0.3,6,0.0,0.216667,0.3,0.0,3.0,41.5187835,-72.757507
Connecticut,New Haven,09/04/2015,8.975,17.3,17,16,0.033583,0.036,20,33,0.16087,0.2,4,0.0,0.2,0.2,0.0,2.0,41.5187835,-72.757507
Connecticut,New Haven,10/04/2015,14.5875,30.8,19,28,0.019625,0.036,2,33,0.186957,0.4,21,0.0,0.2125,0.3,21.0,3.0,41.5187835,-72.757507
Connecticut,New Haven,11/04/2015,11.1375,28.2,6,26,0.03325,0.047,8,44,0.226087,0.4,0,0.0,0.270833,0.4,1.0,5.0,41.5187835,-72.757507
Connecticut,New Haven,12/04/2015,13.613043,27.7,5,25,0.03125,0.046,11,43,0.418182,0.7,8,0.0,0.2,0.2,0.0,2.0,41.5187835,-72.757507
Connecticut,New Haven,13/04/2015,22.166667,42.6,5,40,0.033,0.049,13,45,0.552174,0.9,5,0.0,0.2875,0.4,6.0,5.0,41.5187835,-72.757507
Connecticut,New Haven,14/04/2015,17.304167,39.1,23,37,0.024958,0.04,9,37,0.382609,0.8,23,0.0,0.208333,0.3,11.0,3.0,41.5187835,-72.757507
Connecticut,New Haven,15/04/2015,11.379167,37.0,5,35,0.035542,0.049,10,45,0.465217,0.9,7,0.0,0.233333,0.3,0.0,3.0,41.5187835,-72.757507
Connecticut,New Haven,16/04/2015,15.228571,38.0,4,36,0.030889,0.047,12,44,0.445,0.9,5,0.0,0.244444,0.3,5.0,3.0,41.5187835,-72.757507
Connecticut,New Haven,17/04/2015,22.595833,35.8,19,33,0.018417,0.025,10,23,0.408696,2.2,16,3.0,0.245833,0.4,23.0,5.0,41.5187835,-72.757507
Connecticut,New Haven,18/04/2015,13.630435,30.7,0,28,0.043625,0.065,12,84,0.418182,0.6,6,0.0,0.3625,0.6,6.0,7.0,41.5187835,-72.757507
Connecticut,New Haven,19/04/2015,2.858333,7.5,4,7,0.039208,0.043,10,40,0.234783,0.4,5,0.0,0.2,0.2,0.0,2.0,41.5187835,-72.757507
Connecticut,New Haven,20/04/2015,2.741667,5.3,18,5,0.040708,0.047,12,44,0.1,0.1,0,0.0,0.2,0.2,0.0,2.0,41.5187835,-72.757507
Connecticut,New Haven,21/04/2015,16.445833,42.5,16,40,0.024708,0.038,10,35,0.291304,1.5,16,1.0,0.2,0.2,0.0,2.0,41.5187835,-72.757507
Connecticut,New Haven,22/04/2015,21.275,38.5,7,36,0.02975,0.045,9,42,0.591304,1.1,5,1.0,0.258333,0.4,7.0,5.0,41.5187835,-72.757507
Connecticut,New Haven,23/04/2015,8.329167,20.0,5,19,0.030875,0.035,8,32,0.152174,0.3,6,0.0,0.2,0.2,0.0,2.0,41.5187835,-72.757507
Connecticut,New Haven,24/04/2015,3.93913,8.4,5,8,0.030958,0.035,13,32,0.236364,0.6,21,0.0,0.2,0.2,0.0,2.0,41.5187835,-72.757507
Connecticut,New Haven,25/04/2015,7.983333,25.5,22,24,0.027042,0.04,11,37,0.291304,0.5,21,0.0,0.204167,0.3,23.0,3.0,41.5187835,-72.757507
Connecticut,New Haven,26/04/2015,11.229167,30.7,3,28,0.031417,0.041,13,38,0.33913,0.7,10,0.0,0.270833,0.4,4.0,5.0,41.5187835,-72.757507
Connecticut,New Haven,27/04/2015,3.829167,9.6,6,8,0.033167,0.037,11,34,0.286957,0.8,6,0.0,0.2,0.2,0.0,2.0,41.5187835,-72.757507
Connecticut,New Haven,28/04/2015,5.069565,10.2,13,9,0.040375,0.047,11,44,0.140909,0.2,1,0.0,0.2,0.2,0.0,2.0,41.5187835,-72.757507
Connecticut,New Haven,29/04/2015,4.191667,12.9,5,11,0.038667,0.05,8,46,0.230435,0.4,7,0.0,0.179167,0.2,0.0,2.0,41.5187835,-72.757507
Connecticut,New Haven,30/04/2015,9.008696,29.4,4,27,0.034792,0.045,9,42,0.227273,0.5,6,0.0,0.2,0.2,0.0,2.0,41.5187835,-72.757507
Connecticut,New Haven,01/05/2015,5.404167,14.1,10,13,0.033208,0.043,13,40,0.169565,0.2,1,0.0,0.191667,0.2,0.0,2.0,41.5187835,-72.757507
Connecticut,New Haven,02/05/2015,8.845833,23.2,5,22,0.030542,0.044,12,41,0.195652,0.3,5,0.0,0.216667,0.3,6.0,3.0,41.5187835,-72.757507
Connecticut,New Haven,03/05/2015,11.45,20.0,0,19,0.033958,0.049,12,45,0.495652,1.4,10,1.0,0.2,0.2,0.0,2.0,41.5187835,-72.757507
Connecticut,New Haven,04/05/2015,16.983333,31.4,11,29,0.038458,0.056,15,54,0.43913,1.6,11,1.0,0.216667,0.3,11.0,3.0,41.5187835,-72.757507
Connecticut,New Haven,05/05/2015,26.641667,60.7,16,57,0.034667,0.047,12,44,0.5,0.7,10,0.0,0.258333,0.3,10.0,3.0,41.5187835,-72.757507
Connecticut,New Haven,06/05/2015,12.530435,31.9,22,29,0.028708,0.048,12,44,0.359091,0.5,0,0.0,0.2375,0.3,0.0,3.0,41.5187835,-72.757507
Connecticut,New Haven,07/05/2015,33.083333,59.4,17,56,0.020375,0.035,9,32,0.841667,1.9,10,1.0,0.329167,0.5,8.0,6.0,41.5187835,-72.757507
Connecticut,New Haven,08/05/2015,20.191667,57.1,0,54,0.040917,0.058,14,61,0.504348,3.0,0,4.0,0.2375,0.3,11.0,3.0,41.5187835,-72.757507
Connecticut,New Haven,09/05/2015,4.754167,12.3,6,11,0.033375,0.042,10,39,0.117391,0.2,10,0.0,0.2,0.2,0.0,2.0,41.5187835,-72.757507
Connecticut,New Haven,10/05/2015,10.233333,17.6,20,16,0.028,0.034,11,31,0.265217,0.7,18,0.0,0.2,0.2,0.0,2.0,41.5187835,-72.757507
Connecticut,New Haven,11/05/2015,12.325,22.0,13,21,0.013235,0.02,10,19,0.313043,0.7,13,0.0,0.195833,0.2,0.0,2.0,41.5187835,-72.757507
Connecticut,New Haven,12/05/2015,10.568182,25.3,12,24,0.027389,0.052,13,48,0.309524,1.2,12,1.0,0.1625,0.2,9.0,2.0,41.5187835,-72.757507
Connecticut,New Haven,13/05/2015,4.5875,19.2,5,18,0.033067,0.038,15,35,0.086957,0.2,5,0.0,0.116667,0.2,0.0,2.0,41.5187835,-72.757507
Connecticut,New Haven,14/05/2015,14.331818,33.3,22,31,0.034292,0.048,11,44,0.238095,0.4,22,0.0,0.175,0.2,4.0,2.0,41.5187835,-72.757507
Connecticut,New Haven,15/05/2015,27.454167,40.7,17,38,0.02975,0.046,18,43,0.443478,0.8,16,0.0,0.304167,0.4,7.0,5.0,41.5187835,-72.757507
Connecticut,New Haven,16/05/2015,12.65,27.2,7,25,0.031833,0.042,13,39,0.221739,0.5,13,0.0,0.2,0.2,0.0,2.0,41.5187835,-72.757507
Connecticut,New Haven,17/05/2015,16.279167,36.7,22,34,0.03475,0.046,13,43,0.395652,1.2,21,1.0,0.258333,0.3,10.0,3.0,41.5187835,-72.757507
Connecticut,New Haven,18/05/2015,4.213043,11.7,6,10,0.043583,0.05,10,46,0.118182,0.3,0,0.0,0.191667,0.3,0.0,3.0,41.5187835,-72.757507
Connecticut,New Haven,19/05/2015,9.25,16.6,10,15,0.027292,0.033,0,31,0.095652,0.2,12,0.0,0.175,0.3,21.0,3.0,41.5187835,-72.757507
Connecticut,New Haven,20/05/2015,4.875,16.3,5,15,0.026958,0.032,12,30,0.130435,0.3,6,0.0,0.158333,0.2,0.0,2.0,41.5187835,-72.757507
Connecticut,New Haven,21/05/2015,13.591667,29.8,18,27,0.030958,0.039,10,36,0.234783,0.5,7,0.0,0.179167,0.2,5.0,2.0,41.5187835,-72.757507
Connecticut,New Haven,22/05/2015,8.566667,20.5,3,19,0.043125,0.053,11,49,0.221739,0.4,21,0.0,0.2,0.2,0.0,2.0,41.5187835,-72.757507
Connecticut,New Haven,23/05/2015,5.033333,17.9,19,16,0.039417,0.044,9,41,0.213043,0.4,18,0.0,0.1375,0.2,0.0,2.0,41.5187835,-72.757507
Connecticut,New Haven,24/05/2015,12.634783,19.5,14,18,0.049125,0.064,11,80,0.531818,1.0,10,1.0,0.258333,0.3,6.0,3.0,41.5187835,-72.757507
Connecticut,New Haven,25/05/2015,8.970833,20.4,23,19,0.05125,0.061,10,71,0.317391,0.6,10,0.0,0.2,0.2,0.0,2.0,41.5187835,-72.757507
Connecticut,New Haven,26/05/2015,13.745833,25.6,9,24,0.04225,0.059,10,64,0.43913,0.9,9,0.0,0.2,0.2,0.0,2.0,41.5187835,-72.757507
