State,City,Date Local,NO2 Mean,NO2 1st Max Value,NO2 1st Max Hour,NO2 AQI,O3 Mean,O3 1st Max Value,O3 1st Max Hour,O3 AQI,SO2 Mean,SO2 1st Max Value,SO2 1st Max Hour,SO2 AQI,CO Mean,CO 1st Max Value,CO 1st Max Hour,CO AQI,Latitude,Longitude
California,Rubidoux,26/08/2015,15.026087,30.7,6,28,0.035333,0.07,10,100,0.214286,0.4,6,0.0,0.4652775,0.7,7.0,8.0,37.2718745,-119.2704153
California,Rubidoux,27/08/2015,13.391304,30.6,7,28,0.040792,0.083,11,143,0.3375,0.7,16,0.0,0.38333300000000003,0.55,6.0,6.5,37.2718745,-119.2704153
California,Rubidoux,28/08/2015,16.53913,44.3,7,42,0.039542,0.08,10,133,0.379167,0.7,6,0.0,0.4125,0.7,7.5,8.0,37.2718745,-119.2704153
California,Rubidoux,29/08/2015,13.126087,40.0,7,38,0.034417,0.066,10,87,0.308333,0.6,6,0.0,0.391667,0.6,6.0,7.0,37.2718745,-119.2704153
California,Rubidoux,30/08/2015,5.526087,13.1,5,12,0.029625,0.049,10,45,0.2,0.3,6,0.0,0.216667,0.3,1.5,3.0,37.2718745,-119.2704153
California,Rubidoux,31/08/2015,6.8,15.7,3,14,0.032583,0.057,10,58,0.091667,0.2,7,0.0,0.22499999999999998,0.3,6.5,3.0,37.2718745,-119.2704153
California,Rubidoux,01/09/2015,4.886364,13.2,6,12,0.037083,0.061,10,71,0.033333,0.1,4,0.0,0.1791665,0.2,3.5,2.0,37.2718745,-119.2704153
California,Rubidoux,02/09/2015,4.634783,11.2,13,10,0.041125,0.067,10,90,0.066667,0.4,0,0.0,0.1791665,0.2,4.0,2.0,37.2718745,-119.2704153
California,Rubidoux,03/09/2015,5.026087,12.0,7,11,0.035917,0.058,11,61,0.083333,0.6,0,0.0,0.1729165,0.2,3.0,2.0,37.2718745,-119.2704153
California,Rubidoux,04/09/2015,4.021739,8.0,5,8,0.0385,0.06,10,67,0.125,0.2,3,0.0,0.15833350000000002,0.2,10.0,2.0,37.2718745,-119.2704153
California,Rubidoux,05/09/2015,7.343478,16.5,5,15,0.037292,0.067,11,90,0.266667,0.6,16,0.0,0.25,0.35,6.5,4.0,37.2718745,-119.2704153
California,Rubidoux,06/09/2015,9.121739,22.6,6,21,0.032042,0.053,9,49,0.345833,0.6,6,0.0,0.2875,0.45,5.0,5.5,37.2718745,-119.2704153
California,Rubidoux,07/09/2015,9.582609,25.4,6,24,0.027167,0.045,12,42,0.408333,0.8,6,0.0,0.30625,0.5,5.0,6.0,37.2718745,-119.2704153
California,Rubidoux,08/09/2015,11.704545,34.0,7,32,0.032542,0.07,10,100,0.620833,1.3,6,1.0,0.345833,0.55,6.0,6.5,37.2718745,-119.2704153
California,Rubidoux,09/09/2015,16.078261,31.0,7,29,0.024667,0.052,9,48,0.379167,1.0,6,1.0,0.352083,0.55,6.5,6.5,37.2718745,-119.2704153
California,Rubidoux,10/09/2015,13.069565,33.3,7,31,0.028708,0.059,10,64,0.258333,0.7,10,0.0,0.2791665,0.4,4.0,5.0,37.2718745,-119.2704153
California,Rubidoux,11/09/2015,11.930435,29.1,7,27,0.030583,0.065,9,84,0.208333,0.5,6,0.0,0.32708349999999997,0.55,7.0,6.5,37.2718745,-119.2704153
California,Rubidoux,12/09/2015,13.278261,26.0,7,25,0.028042,0.057,10,58,0.283333,0.7,18,0.0,0.36875,0.55,6.0,6.5,37.2718745,-119.2704153
California,Rubidoux,13/09/2015,7.973913,22.3,0,21,0.029417,0.059,10,64,0.2,0.4,7,0.0,0.347917,0.6,6.0,7.0,37.2718745,-119.2704153
California,Rubidoux,14/09/2015,4.478261,14.3,5,13,0.022042,0.037,8,34,0.0625,0.2,7,0.0,0.175,0.25,3.5,2.5,37.2718745,-119.2704153
California,Rubidoux,15/09/2015,3.719048,10.3,6,9,0.013292,0.02,11,19,-0.004167,0.0,0,0.0,0.1354165,0.15000000000000002,3.5,1.5,37.2718745,-119.2704153
California,Rubidoux,16/09/2015,4.104348,11.0,23,10,0.023083,0.041,10,38,0.0,0.0,0,0.0,0.1416665,0.15000000000000002,0.0,1.5,37.2718745,-119.2704153
California,Rubidoux,17/09/2015,9.708696,16.9,1,15,0.031375,0.064,11,80,0.116667,0.3,17,0.0,0.245833,0.35,7.0,4.0,37.2718745,-119.2704153
California,Rubidoux,18/09/2015,19.247826,39.0,23,37,0.037917,0.08,11,133,0.329167,0.6,17,0.0,0.3854165,0.55,6.5,6.5,37.2718745,-119.2704153
California,Rubidoux,19/09/2015,16.152174,34.7,7,32,0.046458,0.085,10,150,0.325,0.8,15,0.0,0.4770835,0.75,5.5,8.5,37.2718745,-119.2704153
California,Rubidoux,20/09/2015,14.56087,29.4,22,27,0.036958,0.073,10,108,0.233333,0.6,17,0.0,0.34791649999999996,0.55,4.5,6.5,37.2718745,-119.2704153
California,Rubidoux,21/09/2015,15.522727,37.8,7,35,0.027042,0.049,10,45,0.2375,0.7,6,0.0,0.40208350000000004,0.6499999999999999,6.0,7.5,37.2718745,-119.2704153
California,Rubidoux,22/09/2015,9.445455,22.8,6,21,0.031833,0.061,10,71,0.1375,0.3,8,0.0,0.2375,0.35,8.5,4.0,37.2718745,-119.2704153
California,Rubidoux,23/09/2015,11.986957,27.5,23,25,0.039625,0.082,10,140,0.166667,0.4,17,0.0,0.29375,0.4,7.5,5.0,37.2718745,-119.2704153
California,Rubidoux,24/09/2015,18.759091,44.2,8,42,0.047875,0.105,10,200,0.369565,0.9,17,0.0,0.4458335,0.6,7.0,7.0,37.2718745,-119.2704153
California,Rubidoux,25/09/2015,19.445455,37.9,8,35,0.040708,0.089,10,159,0.5,1.2,17,1.0,0.43125,0.6,7.5,7.0,37.2718745,-119.2704153
California,Rubidoux,26/09/2015,16.913636,37.0,7,35,0.045208,0.095,10,174,0.470833,1.1,16,1.0,0.48750000000000004,0.75,6.5,8.5,37.2718745,-119.2704153
California,Rubidoux,27/09/2015,10.754545,27.3,7,25,0.032583,0.062,9,74,0.204167,0.4,7,0.0,0.3229165,0.5,6.0,6.0,37.2718745,-119.2704153
California,Rubidoux,28/09/2015,16.409091,38.7,8,36,0.02975,0.07,10,100,0.3625,0.8,7,0.0,0.395833,0.6499999999999999,6.5,7.5,37.2718745,-119.2704153
California,Rubidoux,29/09/2015,17.222727,35.0,7,33,0.027375,0.061,11,71,0.366667,0.8,7,0.0,0.40625,0.6499999999999999,7.5,7.5,37.2718745,-119.2704153
California,Rubidoux,30/09/2015,19.909091,44.1,7,42,0.0425,0.092,10,166,0.4,0.8,6,0.0,0.4604165,0.75,7.0,8.5,37.2718745,-119.2704153
California,Rubidoux,01/10/2015,14.419048,44.1,7,42,0.03125,0.055,9,51,0.2875,0.7,7,0.0,0.4375,0.75,6.5,8.5,37.2718745,-119.2704153
California,Rubidoux,02/10/2015,11.052381,24.1,23,23,0.028458,0.056,11,54,0.178261,0.6,17,0.0,0.2416665,0.35,6.5,4.0,37.2718745,-119.2704153
California,Rubidoux,03/10/2015,10.791304,26.4,7,25,0.035792,0.062,10,74,0.175,0.4,7,0.0,0.31666649999999996,0.55,5.5,6.5,37.2718745,-119.2704153
California,Rubidoux,04/10/2015,4.83913,15.0,22,14,0.027542,0.039,8,36,0.004167,0.1,2,0.0,0.14166700000000002,0.2,10.0,2.0,37.2718745,-119.2704153
California,Rubidoux,05/10/2015,11.9,22.7,6,21,0.020917,0.04,9,37,0.016667,0.1,6,0.0,0.214583,0.25,3.0,2.5,37.2718745,-119.2704153
California,Rubidoux,06/10/2015,14.566667,23.1,0,22,0.021167,0.048,13,44,0.1375,0.4,6,0.0,0.31666649999999996,0.45,6.0,5.5,37.2718745,-119.2704153
California,Rubidoux,07/10/2015,19.775,32.2,22,30,0.015167,0.037,14,34,0.25,0.7,6,0.0,0.4006945,0.6499999999999999,7.5,7.5,37.2718745,-119.2704153
California,Rubidoux,08/10/2015,21.847368,41.6,23,39,0.033625,0.056,11,54,0.329167,0.6,7,0.0,0.4260415,0.6499999999999999,6.0,7.5,37.2718745,-119.2704153
California,Rubidoux,09/10/2015,27.592308,44.8,0,42,0.019222,0.041,8,38,0.286957,0.8,6,0.0,0.478125,0.6499999999999999,6.0,7.5,37.2718745,-119.2704153
California,Rubidoux,13/10/2015,7.9875,18.6,23,17,0.027389,0.049,9,45,0.225,0.6,6,0.0,0.3520835,0.55,3.5,6.5,37.2718745,-119.2704153
California,Rubidoux,14/10/2015,15.252174,26.5,7,25,0.025474,0.043,10,40,0.266667,0.5,7,0.0,0.34791649999999996,0.55,7.0,6.5,37.2718745,-119.2704153
California,Rubidoux,15/10/2015,6.942857,10.7,23,9,0.022625,0.037,8,34,0.0,0.0,11,0.0,0.199091,0.3,0.0,3.0,37.2718745,-119.2704153
California,Rubidoux,16/10/2015,9.45,14.6,17,13,0.017444,0.034,12,31,0.0,0.0,0,0.0,0.2416665,0.25,0.0,2.5,37.2718745,-119.2704153
California,Rubidoux,17/10/2015,7.978261,14.8,6,13,0.03087,0.055,10,51,0.041667,0.2,15,0.0,0.26875,0.4,6.5,5.0,37.2718745,-119.2704153
California,Rubidoux,20/10/2015,12.275,23.1,23,22,0.029333,0.045,11,42,0.125,0.5,7,0.0,0.22291650000000002,0.35,10.5,4.0,37.2718745,-119.2704153
California,Rubidoux,21/10/2015,13.795652,29.9,6,27,0.022792,0.041,11,38,0.058333,0.3,6,0.0,0.26666650000000003,0.45,6.0,5.5,37.2718745,-119.2704153
California,Rubidoux,22/10/2015,14.647826,33.6,7,31,0.026333,0.052,10,48,0.191667,0.6,6,0.0,0.35625,0.6499999999999999,7.5,7.5,37.2718745,-119.2704153
California,Rubidoux,23/10/2015,18.386957,39.4,22,37,0.023125,0.048,10,44,0.133333,0.3,18,0.0,0.3104165,0.5,23.0,6.0,37.2718745,-119.2704153
California,Rubidoux,24/10/2015,25.034783,45.6,21,42,0.018917,0.042,9,39,0.333333,0.7,6,0.0,0.46875,0.75,4.0,8.5,37.2718745,-119.2704153
California,Rubidoux,25/10/2015,23.178261,36.8,0,34,0.017667,0.04,11,37,0.295833,0.6,6,0.0,0.4729165,0.6499999999999999,0.0,7.5,37.2718745,-119.2704153
California,Rubidoux,26/10/2015,25.508696,50.8,23,47,0.028542,0.06,12,67,0.491667,0.9,7,0.0,0.55,0.8500000000000001,7.0,9.5,37.2718745,-119.2704153
California,Rubidoux,27/10/2015,35.586364,53.7,0,50,0.023708,0.057,10,58,0.470833,1.2,7,1.0,0.61875,0.95,7.0,10.5,37.2718745,-119.2704153
California,Rubidoux,28/10/2015,30.382609,56.5,8,53,0.021042,0.051,11,47,0.583333,1.2,8,1.0,0.6958329999999999,1.05,7.0,12.0,37.2718745,-119.2704153
California,Rubidoux,29/10/2015,13.986957,32.7,0,30,0.031833,0.043,9,40,0.175,0.4,5,0.0,0.3354165,0.6,6.0,7.0,37.2718745,-119.2704153
California,Rubidoux,30/10/2015,7.047826,17.0,19,16,0.034458,0.042,8,39,0.158333,0.2,2,0.0,0.14166700000000002,0.2,10.0,2.0,37.2718745,-119.2704153
California,Rubidoux,31/10/2015,22.326087,43.3,21,41,0.023625,0.052,10,48,0.366667,0.6,7,0.0,0.345833,0.75,23.0,8.5,37.2718745,-119.2704153
California,Rubidoux,01/11/2015,23.121739,40.7,21,38,0.031583,0.075,10,115,0.516667,0.9,16,0.0,0.6708335000000001,1.15,3.5,13.5,37.2718745,-119.2704153
California,Rubidoux,02/11/2015,18.173913,49.5,8,46,0.025333,0.041,9,38,0.345833,1.1,7,1.0,0.558333,1.05,7.5,12.0,37.2718745,-119.2704153
California,Rubidoux,03/11/2015,11.395238,29.7,23,27,0.022333,0.04,9,37,0.15,0.4,7,0.0,0.2,0.25,5.5,2.5,37.2718745,-119.2704153
California,Rubidoux,04/11/2015,17.673913,30.9,23,28,0.017875,0.038,10,35,0.270833,0.8,7,0.0,0.360417,0.6,7.5,7.0,37.2718745,-119.2704153
California,Rubidoux,05/11/2015,23.021739,40.6,21,38,0.015833,0.037,9,34,0.366667,0.7,7,0.0,0.3229165,0.45,7.5,5.5,37.2718745,-119.2704153
California,Rubidoux,06/11/2015,13.795652,33.0,0,31,0.02575,0.039,9,36,0.325,0.8,6,0.0,0.3416665,0.55,0.0,6.5,37.2718745,-119.2704153
California,Rubidoux,07/11/2015,21.9,42.9,20,40,0.018625,0.041,10,38,0.3125,0.5,2,0.0,0.29583349999999997,0.45,7.0,5.5,37.2718745,-119.2704153
California,Rubidoux,08/11/2015,20.269565,34.5,0,32,0.02275,0.051,11,47,0.341667,0.6,7,0.0,0.3770835,0.5,1.0,6.0,37.2718745,-119.2704153
California,Rubidoux,09/11/2015,17.495652,39.7,7,37,0.025917,0.04,9,37,0.325,0.9,6,0.0,0.4604165,0.75,6.0,8.5,37.2718745,-119.2704153
California,Rubidoux,10/11/2015,16.85,37.1,21,35,0.021625,0.041,9,38,0.141667,0.8,7,0.0,0.325,0.5,7.5,6.0,37.2718745,-119.2704153
California,Rubidoux,11/11/2015,20.569565,41.0,21,39,0.020042,0.04,10,37,0.158333,0.4,21,0.0,0.3229165,0.45,4.0,5.5,37.2718745,-119.2704153
California,Rubidoux,12/11/2015,24.27619,42.6,22,40,0.019917,0.04,10,37,0.358333,0.8,7,0.0,0.35833349999999997,0.55,8.5,6.5,37.2718745,-119.2704153
California,Rubidoux,13/11/2015,27.617391,52.0,20,49,0.015125,0.037,10,34,0.533333,1.0,23,1.0,0.4,0.6499999999999999,23.0,7.5,37.2718745,-119.2704153
California,Rubidoux,14/11/2015,26.204348,43.8,20,41,0.017667,0.044,10,41,0.566667,1.1,6,1.0,0.5791665,0.8500000000000001,2.0,9.5,37.2718745,-119.2704153
California,Rubidoux,15/11/2015,16.534783,39.0,0,37,0.029542,0.046,10,43,0.404167,0.8,0,0.0,0.5625,1.05,2.0,12.0,37.2718745,-119.2704153
California,Rubidoux,16/11/2015,8.456522,34.4,18,32,0.031583,0.041,22,38,0.208333,0.3,2,0.0,0.195833,0.25,9.5,2.5,37.2718745,-119.2704153
California,Rubidoux,17/11/2015,13.781818,40.1,22,38,0.024417,0.04,0,37,0.3375,0.8,23,0.0,0.183333,0.45,22.5,5.5,37.2718745,-119.2704153
California,Rubidoux,18/11/2015,32.247826,46.7,19,43,0.010167,0.026,10,24,0.745833,1.6,7,1.0,0.5916665,0.8500000000000001,7.0,9.5,37.2718745,-119.2704153
California,Rubidoux,19/11/2015,34.247826,57.4,17,54,0.010375,0.028,9,26,0.634783,1.3,7,1.0,0.666667,0.9,0.5,10.0,37.2718745,-119.2704153
California,Rubidoux,20/11/2015,20.047826,40.7,8,38,0.021792,0.036,13,33,0.533333,1.4,7,1.0,0.4958335,0.75,0.0,8.5,37.2718745,-119.2704153
California,Rubidoux,21/11/2015,12.6,33.4,1,31,0.026667,0.039,9,36,0.245833,0.4,2,0.0,0.1791665,0.25,3.5,2.5,37.2718745,-119.2704153
California,Rubidoux,22/11/2015,18.830435,38.7,22,36,0.019292,0.038,9,35,0.316667,0.5,22,0.0,0.2625,0.35,3.5,4.0,37.2718745,-119.2704153
California,Rubidoux,23/11/2015,26.691304,42.8,21,40,0.017083,0.042,10,39,0.558333,1.2,7,1.0,0.4458335,0.7,8.0,8.0,37.2718745,-119.2704153
California,Rubidoux,24/11/2015,20.795455,50.5,8,47,0.024458,0.041,11,38,0.591667,1.5,7,1.0,0.5854165,0.95,5.0,10.5,37.2718745,-119.2704153
California,Rubidoux,25/11/2015,10.452174,32.3,20,30,0.0215,0.037,8,34,0.195833,0.3,20,0.0,0.197917,0.45,23.0,5.5,37.2718745,-119.2704153
California,Rubidoux,26/11/2015,11.269565,26.8,1,25,0.021542,0.035,9,32,0.25,0.5,0,0.0,0.3458335,0.6499999999999999,2.5,7.5,37.2718745,-119.2704153
California,Rubidoux,27/11/2015,17.947826,30.8,19,28,0.0115,0.028,9,26,0.291667,0.5,18,0.0,0.36041650000000003,0.6499999999999999,23.0,7.5,37.2718745,-119.2704153
California,Rubidoux,28/11/2015,13.086957,30.8,23,28,0.02025,0.034,10,31,0.266667,0.4,22,0.0,0.33958299999999997,0.7,0.0,8.0,37.2718745,-119.2704153
California,Rubidoux,29/11/2015,14.369565,32.9,20,30,0.02,0.037,9,34,0.316667,0.5,0,0.0,0.25416700000000003,0.35,0.0,4.0,37.2718745,-119.2704153
California,Rubidoux,30/11/2015,26.847826,42.1,19,40,0.012167,0.033,9,31,0.554167,1.2,7,1.0,0.45416650000000003,0.8,23.0,9.0,37.2718745,-119.2704153
California,Rubidoux,01/12/2015,24.25,41.5,21,39,0.015917,0.036,11,33,0.5875,1.3,7,1.0,0.5729165,0.9,1.0,10.0,37.2718745,-119.2704153
California,Rubidoux,02/12/2015,26.027273,38.9,21,36,0.014833,0.034,10,31,0.525,1.2,7,1.0,0.4166665,0.6499999999999999,6.5,7.5,37.2718745,-119.2704153
California,Rubidoux,03/12/2015,30.665217,47.3,20,44,0.010833,0.029,10,27,0.629167,1.2,7,1.0,0.4666665,0.8,23.0,9.0,37.2718745,-119.2704153
California,Rubidoux,04/12/2015,34.886957,44.8,9,42,0.004375,0.012,9,11,1.045833,1.7,7,1.0,0.9854164999999999,1.35,8.5,15.5,37.2718745,-119.2704153
California,Rubidoux,05/12/2015,17.995652,30.8,0,28,0.020708,0.039,11,36,0.425,1.0,0,1.0,0.5604165,1.3,0.0,15.0,37.2718745,-119.2704153
California,Rubidoux,06/12/2015,27.13913,39.6,17,37,0.011208,0.03,9,28,0.508333,0.9,21,0.0,0.5687500000000001,0.95,17.0,10.5,37.2718745,-119.2704153
California,Rubidoux,07/12/2015,33.386957,44.6,22,42,0.008375,0.02,10,19,0.604167,1.0,7,1.0,0.5979165,1.0,0.0,11.0,37.2718745,-119.2704153
California,Rubidoux,08/12/2015,35.125,51.0,18,48,0.007875,0.022,9,20,0.729167,1.3,22,1.0,0.5645830000000001,1.2,23.0,14.0,37.2718745,-119.2704153
California,Rubidoux,09/12/2015,39.843478,52.3,17,49,0.005333,0.014,9,13,0.941667,1.7,7,1.0,0.9333335,1.3,0.0,15.0,37.2718745,-119.2704153
California,Rubidoux,10/12/2015,32.382609,51.3,8,48,0.01575,0.026,11,24,0.8375,1.9,7,1.0,0.9395835,1.35,4.5,15.5,37.2718745,-119.2704153
California,Rubidoux,11/12/2015,13.691304,32.6,19,30,0.018333,0.034,9,31,0.245833,0.5,7,0.0,0.3041665,0.5,15.0,6.0,37.2718745,-119.2704153
California,Rubidoux,12/12/2015,21.191304,38.0,18,36,0.012333,0.03,9,28,0.383333,0.6,18,0.0,0.44999999999999996,0.6,7.0,7.0,37.2718745,-119.2704153
California,Rubidoux,13/12/2015,12.573913,27.3,0,25,0.024833,0.036,10,33,0.434783,0.8,7,0.0,0.4458335,0.7,4.5,8.0,37.2718745,-119.2704153
California,Rubidoux,14/12/2015,13.365217,31.5,21,29,0.021,0.033,9,31,0.254545,0.4,7,0.0,0.2,0.4,23.0,5.0,37.2718745,-119.2704153
California,Rubidoux,15/12/2015,6.945455,24.0,2,23,0.03075,0.035,7,32,0.245455,0.4,2,0.0,0.1670835,0.4,0.0,5.0,37.2718745,-119.2704153
California,Rubidoux,16/12/2015,18.347826,35.7,21,33,0.014375,0.028,9,26,0.408333,0.9,22,0.0,0.21875,0.6,23.0,7.0,37.2718745,-119.2704153
California,Rubidoux,17/12/2015,30.152174,40.7,17,38,0.006208,0.017,9,16,0.8125,1.6,7,1.0,0.7791669999999999,1.05,7.0,12.0,37.2718745,-119.2704153
California,Rubidoux,18/12/2015,28.982609,41.3,18,39,0.009167,0.026,9,24,0.595833,1.2,7,1.0,0.61875,0.9,0.0,10.0,37.2718745,-119.2704153
California,Rubidoux,19/12/2015,17.826087,35.7,8,33,0.020458,0.034,11,31,0.6125,1.5,7,1.0,0.6145835,1.05,6.5,12.0,37.2718745,-119.2704153
California,Rubidoux,20/12/2015,13.791304,28.4,20,26,0.013542,0.032,9,30,0.25,0.5,23,0.0,0.50625,1.1,19.0,12.5,37.2718745,-119.2704153
California,Rubidoux,21/12/2015,18.165217,28.4,9,26,0.013583,0.028,11,26,0.533333,1.1,7,1.0,0.61875,0.9,1.5,10.0,37.2718745,-119.2704153
California,Rubidoux,22/12/2015,13.113636,30.1,9,28,0.011167,0.021,11,19,0.120833,0.3,4,0.0,0.2625,0.35,0.0,4.0,37.2718745,-119.2704153
California,Rubidoux,23/12/2015,11.904348,25.7,23,24,0.01425,0.029,10,27,0.108333,0.2,11,0.0,0.25416649999999996,0.3,1.0,3.0,37.2718745,-119.2704153
California,Rubidoux,24/12/2015,15.665217,27.5,21,25,0.018125,0.033,11,31,0.3125,0.6,8,0.0,0.41875,0.6,5.5,7.0,37.2718745,-119.2704153
California,Rubidoux,25/12/2015,5.213043,15.6,7,14,0.028417,0.036,11,33,0.1875,0.3,8,0.0,0.2625,0.45,0.0,5.5,37.2718745,-119.2704153
California,Rubidoux,26/12/2015,1.804348,4.5,3,4,0.034708,0.036,8,33,0.1875,0.2,0,0.0,0.1,0.1,0.0,1.0,37.2718745,-119.2704153
California,Rubidoux,27/12/2015,14.2,33.0,20,31,0.0175,0.032,9,30,0.3625,0.8,21,0.0,0.235417,0.6,22.5,7.0,37.2718745,-119.2704153
California,Rubidoux,28/12/2015,22.382609,37.2,8,35,0.016708,0.033,22,31,0.558333,1.4,7,1.0,0.6166665,0.95,6.5,10.5,37.2718745,-119.2704153
California,Rubidoux,29/12/2015,15.986364,32.1,18,30,0.015625,0.029,0,27,0.291667,0.7,23,0.0,0.26458349999999997,0.6,23.0,7.0,37.2718745,-119.2704153
California,Rubidoux,30/12/2015,25.63913,40.8,20,38,0.01175,0.029,10,27,0.579167,1.2,7,1.0,0.5625,0.75,4.0,8.5,37.2718745,-119.2704153
California,Rubidoux,31/12/2015,8.326087,31.7,0,29,0.032421,0.036,10,33,0.1875,0.7,0,0.0,0.26875000000000004,0.7,0.0,8.0,37.2718745,-119.2704153
California,Arden-Arcade,01/01/2015,11.5,25.0,18,24,0.010875,0.028,10,26,0.668182,1.1,22,1.0,0.664706,1.3,23.0,15.0,37.2718745,-119.2704153
California,Arden-Arcade,02/01/2015,12.75,28.0,18,26,0.007833,0.022,9,20,0.725,1.2,2,1.0,1.104167,1.9,3.0,22.0,37.2718745,-119.2704153
California,Arden-Arcade,03/01/2015,15.0,27.0,18,25,0.008167,0.022,10,20,0.466667,0.7,4,0.0,0.920833,1.3,1.0,15.0,37.2718745,-119.2704153
California,Arden-Arcade,04/01/2015,12.125,24.0,18,23,0.008458,0.024,10,22,0.3,0.7,5,0.0,1.095833,2.0,3.0,23.0,37.2718745,-119.2704153
California,Arden-Arcade,05/01/2015,15.318182,27.0,17,25,0.006125,0.016,9,15,0.368182,0.7,18,0.0,0.920833,1.2,0.0,14.0,37.2718745,-119.2704153
California,Arden-Arcade,06/01/2015,10.958333,25.0,18,24,0.007708,0.02,9,19,0.679167,1.2,22,1.0,0.883333,1.3,1.0,15.0,37.2718745,-119.2704153
California,Arden-Arcade,07/01/2015,11.5,24.0,18,23,0.006292,0.017,10,16,1.0375,1.3,2,1.0,0.95,1.4,8.0,16.0,37.2718745,-119.2704153
California,Arden-Arcade,08/01/2015,11.958333,22.0,18,21,0.006167,0.017,10,16,1.4,1.8,21,1.0,0.754167,1.0,0.0,11.0,37.2718745,-119.2704153
California,Arden-Arcade,09/01/2015,15.0,22.0,15,21,0.001458,0.003,9,3,1.759091,2.2,13,3.0,0.633333,0.8,22.0,9.0,37.2718745,-119.2704153
California,Arden-Arcade,10/01/2015,9.875,23.0,18,22,0.007083,0.018,10,17,2.045833,2.5,13,3.0,0.791667,1.0,1.0,11.0,37.2718745,-119.2704153
California,Arden-Arcade,11/01/2015,11.25,26.0,18,25,0.008917,0.023,10,21,1.929167,2.4,6,3.0,0.9875,1.5,3.0,17.0,37.2718745,-119.2704153
California,Arden-Arcade,12/01/2015,9.708333,20.0,19,19,0.008958,0.022,10,20,1.575,2.0,18,3.0,0.608333,1.0,0.0,11.0,37.2718745,-119.2704153
California,Arden-Arcade,13/01/2015,10.0,20.0,18,19,0.009708,0.02,10,19,1.668182,2.1,0,3.0,0.566667,1.2,4.0,14.0,37.2718745,-119.2704153
California,Arden-Arcade,14/01/2015,9.541667,21.0,18,20,0.006917,0.018,10,17,1.6125,1.9,4,1.0,0.45,0.6,8.0,7.0,37.2718745,-119.2704153
California,Arden-Arcade,15/01/2015,13.909091,21.0,18,20,0.002583,0.006,9,6,1.204545,2.1,13,3.0,0.6,0.7,0.0,8.0,37.2718745,-119.2704153
California,Arden-Arcade,16/01/2015,8.0,13.0,3,12,0.005542,0.012,23,11,0.520833,1.0,15,1.0,0.341667,0.5,0.0,6.0,37.2718745,-119.2704153
California,Arden-Arcade,17/01/2015,4.954545,13.0,19,12,0.008708,0.015,9,14,0.704545,1.1,13,1.0,0.258333,0.5,23.0,6.0,37.2718745,-119.2704153
California,Arden-Arcade,18/01/2015,4.291667,9.0,0,8,0.004125,0.008,10,7,0.754167,1.0,19,1.0,0.316667,0.5,0.0,6.0,37.2718745,-119.2704153
California,Arden-Arcade,19/01/2015,5.833333,12.0,21,11,0.003083,0.008,10,7,0.991667,1.6,17,1.0,0.291667,0.4,23.0,5.0,37.2718745,-119.2704153
California,Arden-Arcade,20/01/2015,7.083333,14.0,18,13,0.004292,0.011,10,10,1.6625,2.4,23,3.0,0.3625,0.7,23.0,8.0,37.2718745,-119.2704153
California,Arden-Arcade,21/01/2015,6.954545,16.0,18,15,0.008708,0.018,10,17,1.781818,2.4,0,3.0,0.7125,1.2,4.0,14.0,37.2718745,-119.2704153
California,Arden-Arcade,22/01/2015,7.333333,16.0,18,15,0.006292,0.014,10,13,1.241667,1.7,1,1.0,0.270833,0.5,23.0,6.0,37.2718745,-119.2704153
California,Arden-Arcade,23/01/2015,8.083333,16.0,17,15,0.010458,0.015,21,14,1.295833,1.7,14,1.0,0.366667,0.6,1.0,7.0,37.2718745,-119.2704153
California,Arden-Arcade,24/01/2015,2.125,5.0,17,5,0.014167,0.016,7,15,1.691667,2.2,17,3.0,0.2125,0.3,0.0,3.0,37.2718745,-119.2704153
California,Arden-Arcade,25/01/2015,4.227273,14.0,18,13,0.010333,0.015,9,14,2.1,2.7,18,3.0,0.229167,0.3,17.0,3.0,37.2718745,-119.2704153
California,Arden-Arcade,26/01/2015,7.375,14.0,17,13,0.00775,0.016,10,15,1.777273,2.5,5,3.0,0.295833,0.3,0.0,3.0,37.2718745,-119.2704153
California,Arden-Arcade,27/01/2015,11.363636,23.0,18,22,0.007333,0.019,10,18,0.731579,1.1,1,1.0,0.3625,0.4,0.0,5.0,37.2718745,-119.2704153
California,Arden-Arcade,28/01/2015,9.25,21.0,18,20,0.008625,0.02,9,19,0.679167,1.2,18,1.0,0.341667,0.5,0.0,6.0,37.2718745,-119.2704153
California,Arden-Arcade,29/01/2015,10.909091,25.0,18,24,0.011,0.03,10,28,1.168182,1.8,23,1.0,0.504167,0.9,23.0,10.0,37.2718745,-119.2704153
California,Arden-Arcade,30/01/2015,10.25,22.0,18,21,0.012375,0.023,10,21,1.69,2.4,19,3.0,0.683333,1.0,1.0,11.0,37.2718745,-119.2704153
California,Arden-Arcade,31/01/2015,3.875,19.0,18,18,0.022375,0.034,9,31,1.6125,1.9,14,1.0,0.225,0.5,0.0,6.0,37.2718745,-119.2704153
California,Arden-Arcade,01/02/2015,8.958333,20.0,21,19,0.014583,0.033,11,31,1.291667,1.7,16,1.0,0.325,0.4,9.0,5.0,37.2718745,-119.2704153
California,Arden-Arcade,02/02/2015,11.954545,25.0,19,24,0.0095,0.022,10,20,1.354545,1.8,13,1.0,0.504167,0.8,10.0,9.0,37.2718745,-119.2704153
